id_0,id_1
2245,2466
2245,3094
2245,3170
2245,3224
2245,3233
2245,3469
2245,4331
2245,4726
2245,4962
2245,5679
2245,6005
2245,6250
2245,6690
2245,9183
2245,57504
2245,66582
2245,68382
2245,76863
2245,84873
2245,98371
2245,152366
2245,168632
2245,190393
2245,191266
2245,298705
2245,4677655
2252,10698
2270,1562681
2296,3201
2296,5648
2296,13896
2296,399881
2301,2466
2301,3170
2301,4607
2301,5679
2301,6005
2301,6690
2301,9183
2301,12745
2301,76863
2301,84873
2301,152366
2301,168632
2301,191266
2301,193844
2301,298705
2301,5284515
2307,3201
2307,134163
2314,6717
2314,8650
2314,9676
2314,241708
2314,243761
2318,71576
2318,310557
2318,1682197
2322,10094
2322,15362
2322,2577241
2323,4317
2323,5078
2323,8328
2323,9177
2323,10183
2323,12039
2323,15362
2323,64141
2323,119801
2323,158868
2323,275373
2323,280640
2323,8354140
2326,3757
2326,7010
2327,2722
2327,7061
2327,14279
2337,3105
2337,3280
2337,4080
2337,6005
2337,9123
2337,76064
2353,2382
2353,9139
2353,504125
2353,50683152
2370,282361
2370,1494500
2370,3972081
2370,4944278
2382,3813
2382,9112
2382,13641829
2388,12178
2388,15617
2388,183716
2388,278529
2393,6009
2393,12237
2393,76064
2395,1494500
2397,2640
2425,3757
2425,5871
2425,7065
2425,16183
2449,5136
2449,5142
2449,57504
2449,76064
2451,5679
2451,1424821
2452,3120
2452,6005
2466,2791
2466,3170
2466,4726
2466,4962
2466,6005
2466,9183
2466,67835
2466,76863
2508,97123
2508,292263
2508,5992092
2512,2514
2514,54619
2514,409796
2519,469671
2519,6557769
2526,2527
2526,2544
2526,7972
2526,9112
2526,13198
2526,103369
2526,410734
2526,1626459
2527,2659
2527,394387
2527,1384338
2527,1590752
2527,4312845
2527,6474027
2527,8907066
2527,11279454
2527,14482665
2528,2605
2528,3886
2528,4918
2528,5576
2528,9052
2541,417645
2541,4438587
2545,7081
2545,8737
2545,100675
2545,116337
2545,156229
2557,3613
2557,94226
2557,8506054
2580,193878
2597,5080
2597,282361
2597,1465570
2605,3886
2605,4918
2605,5078
2605,7541
2605,13124
2619,74309
2619,262833
2619,1353625
2619,7548984
2619,11140418
2619,12549876
2619,14482665
2623,382937
2637,10041
2637,1410720
2639,7128
2640,7207
2648,71576
2648,808980
2648,4331004
2659,469671
2659,1338623
2664,7307
2681,4081
2681,6144
2681,6250
2681,7128
2681,7228
2681,7613
2681,8347
2681,8473
2681,8658
2681,12237
2681,13896
2681,56797
2681,58960
2681,58962
2681,65655
2681,65759
2681,66155
2681,68069
2681,68382
2681,70067
2681,70070
2681,70476
2681,71838
2681,72019
2681,77655
2681,77865
2681,94226
2681,96756
2681,153702
2681,168632
2681,190393
2681,191266
