artist_id,name,followers,link,country
280627,Kesha,4181334,https://www.deezer.com/artist/280627,US
985109,Jessie J,5090915,https://www.deezer.com/artist/985109,GB
1147,Justin Timberlake,6705305,https://www.deezer.com/artist/1147,US
133,Nelly Furtado,1455339,https://www.deezer.com/artist/133,CA
16891,Nicole Scherzinger,742685,https://www.deezer.com/artist/16891,US
9236850,Camila Cabello,3897971,https://www.deezer.com/artist/9236850,US
5130634,Madison Beer,746634,https://www.deezer.com/artist/5130634,US
4331004,Zara Larsson,1641426,https://www.deezer.com/artist/4331004,SE
13817211,Tate McRae,604100,https://www.deezer.com/artist/13817211,CA
1002521,Carly Rae Jepsen,2508115,https://www.deezer.com/artist/1002521,CA
7668530,Ziak,620159,https://www.deezer.com/artist/7668530,FR
7602544,Nahir,110206,https://www.deezer.com/artist/7602544,FR
7846452,Brulux,242993,https://www.deezer.com/artist/7846452,FR
80449002,Gips,106435,https://www.deezer.com/artist/80449002,
57515312,Nakry,111504,https://www.deezer.com/artist/57515312,
1164298,THABITI,129003,https://www.deezer.com/artist/1164298,FR
12236096,Mehdi YZ,375038,https://www.deezer.com/artist/12236096,
7995536,Lyna Mahyem,533423,https://www.deezer.com/artist/7995536,FR
49569672,Imen Es,946491,https://www.deezer.com/artist/49569672,
51495052,Emkal,125435,https://www.deezer.com/artist/51495052,FR
13330,Lynda,585033,https://www.deezer.com/artist/13330,CA
92773,DJ Kayz,607989,https://www.deezer.com/artist/92773,FR
5250480,Alrima,189881,https://www.deezer.com/artist/5250480,
73205432,Moha K,396697,https://www.deezer.com/artist/73205432,FR
7077481,Scridge,134723,https://www.deezer.com/artist/7077481,FR
5241750,Anas,205452,https://www.deezer.com/artist/5241750,DK
2845031,Hayce Lemsi,568118,https://www.deezer.com/artist/2845031,FR
13499,Seth Gueko,472384,https://www.deezer.com/artist/13499,FR
74095,Nessbeal,109111,https://www.deezer.com/artist/74095,FR
751,Sinik,342018,https://www.deezer.com/artist/751,FR
12984,Sefyu,624339,https://www.deezer.com/artist/12984,FR
5025,Kery James,447936,https://www.deezer.com/artist/5025,FR
433,Lim,130653,https://www.deezer.com/artist/433,FR
14289,Médine,394702,https://www.deezer.com/artist/14289,FR
12986,Mafia K'1 Fry,200751,https://www.deezer.com/artist/12986,FR
17205,I.K (TLF),188666,https://www.deezer.com/artist/17205,
183727,Georgio,302838,https://www.deezer.com/artist/183727,FR
7172552,Lujipeka,219233,https://www.deezer.com/artist/7172552,FR
10147346,Caballero & JeanJass,174770,https://www.deezer.com/artist/10147346,BE
1154,Marvin Gaye,1935551,https://www.deezer.com/artist/1154,US
2730,The Temptations,611299,https://www.deezer.com/artist/2730,US
2059,Aretha Franklin,1863996,https://www.deezer.com/artist/2059,US
9999,Gladys Knight & The Pips,108739,https://www.deezer.com/artist/9999,US
1622,James Brown,1443269,https://www.deezer.com/artist/1622,GB
75332,Jackson 5,1596644,https://www.deezer.com/artist/75332,US
2076,Billy Paul,139872,https://www.deezer.com/artist/2076,US
732,The Isley Brothers,455232,https://www.deezer.com/artist/732,US
2938,Four Tops,153190,https://www.deezer.com/artist/2938,US
14984,Al Jarreau,313387,https://www.deezer.com/artist/14984,US
2451,Bobby Womack,114193,https://www.deezer.com/artist/2451,US
2162,The Supremes,269490,https://www.deezer.com/artist/2162,US
229,Sly & The Family Stone,120386,https://www.deezer.com/artist/229,US
252,113,519388,https://www.deezer.com/artist/252,FR
753,Psy 4 de la Rime,611028,https://www.deezer.com/artist/753,FR
152369,Keen' V,1324328,https://www.deezer.com/artist/152369,FR
320253,TAL,717859,https://www.deezer.com/artist/320253,FR
10725097,Yanns,356746,https://www.deezer.com/artist/10725097,FR
11971,Vitaa,1879556,https://www.deezer.com/artist/11971,FR
144446,M. Pokora,1828883,https://www.deezer.com/artist/144446,FR
378392,Colonel Reyel,687430,https://www.deezer.com/artist/378392,FR
11963,Shy'm,1120412,https://www.deezer.com/artist/11963,FR
2640,Chic,391106,https://www.deezer.com/artist/2640,US
2397,Sister Sledge,151897,https://www.deezer.com/artist/2397,US
5091,Rick James,129055,https://www.deezer.com/artist/5091,US
164704,Amir,774631,https://www.deezer.com/artist/164704,
1765,Amel Bent,1293484,https://www.deezer.com/artist/1765,FR
378751,Claudio Capéo,1311119,https://www.deezer.com/artist/378751,FR
7307,Star Academy,173752,https://www.deezer.com/artist/7307,BE
468,Jenifer,861153,https://www.deezer.com/artist/468,FR
11907,Christophe Maé,1084091,https://www.deezer.com/artist/11907,FR
165461207,Jeck,103035,https://www.deezer.com/artist/165461207,GB
1444,Seal,587921,https://www.deezer.com/artist/1444,
186,Phil Collins,2833625,https://www.deezer.com/artist/186,
1148,Annie Lennox,425396,https://www.deezer.com/artist/1148,GB
368,Sting,1781485,https://www.deezer.com/artist/368,GB
413,Elton John,2986791,https://www.deezer.com/artist/413,GB
1454,Tina Turner,1651863,https://www.deezer.com/artist/1454,CH
1440,Rod Stewart,1453638,https://www.deezer.com/artist/1440,GB
69613,Daryl Hall & John Oates,257708,https://www.deezer.com/artist/69613,US
175,Eurythmics,821785,https://www.deezer.com/artist/175,GB
5657,Barbra Streisand,446183,https://www.deezer.com/artist/5657,US
2025,Cyndi Lauper,1045632,https://www.deezer.com/artist/2025,US
4622,Paul Young,154950,https://www.deezer.com/artist/4622,JP
12530904,Rémy,180123,https://www.deezer.com/artist/12530904,FR
55387692,Shotas,151786,https://www.deezer.com/artist/55387692,FR
5593078,Kofs,442477,https://www.deezer.com/artist/5593078,FR
215,Toto,977345,https://www.deezer.com/artist/215,
1755,Roxette,1175828,https://www.deezer.com/artist/1755,
1458,Michael Bolton,323161,https://www.deezer.com/artist/1458,US
